Afar,aa,aawiki,http://dumps.wikimedia.org/aawiki/latest/aawiki-latest-pages-articles.xml.bz2,01-May-2016,33620
Abkhazian,ab,abwiki,http://dumps.wikimedia.org/abwiki/latest/abwiki-latest-pages-articles.xml.bz2,01-May-2016,674985
Acehnese,ace,acewiki,http://dumps.wikimedia.org/acewiki/latest/acewiki-latest-pages-articles.xml.bz2,01-May-2016,1866220
Afrikaans,af,afwiki,http://dumps.wikimedia.org/afwiki/latest/afwiki-latest-pages-articles.xml.bz2,01-May-2016,51656957
Akan,ak,akwiki,http://dumps.wikimedia.org/akwiki/latest/akwiki-latest-pages-articles.xml.bz2,01-May-2016,210151
Alemannic,als,alswiki,http://dumps.wikimedia.org/alswiki/latest/alswiki-latest-pages-articles.xml.bz2,01-May-2016,35900623
Amharic,am,amwiki,http://dumps.wikimedia.org/amwiki/latest/amwiki-latest-pages-articles.xml.bz2,01-May-2016,4852414
Anglo-Saxon,ang,angwiki,http://dumps.wikimedia.org/angwiki/latest/angwiki-latest-pages-articles.xml.bz2,01-May-2016,3243283
Aragonese,an,anwiki,http://dumps.wikimedia.org/anwiki/latest/anwiki-latest-pages-articles.xml.bz2,01-May-2016,25802576
Aramaic,arc,arcwiki,http://dumps.wikimedia.org/arcwiki/latest/arcwiki-latest-pages-articles.xml.bz2,01-May-2016,802308
Arabic,ar,arwiki,http://dumps.wikimedia.org/arwiki/latest/arwiki-latest-pages-articles.xml.bz2,01-May-2016,485913625
Egyptian Arabic,arz,arzwiki,http://dumps.wikimedia.org/arzwiki/latest/arzwiki-latest-pages-articles.xml.bz2,01-May-2016,13693716
Asturian,ast,astwiki,http://dumps.wikimedia.org/astwiki/latest/astwiki-latest-pages-articles.xml.bz2,01-May-2016,53350784
Assamese,as,aswiki,http://dumps.wikimedia.org/aswiki/latest/aswiki-latest-pages-articles.xml.bz2,01-May-2016,15905926
Avar,av,avwiki,http://dumps.wikimedia.org/avwiki/latest/avwiki-latest-pages-articles.xml.bz2,01-May-2016,3213652
Aymara,ay,aywiki,http://dumps.wikimedia.org/aywiki/latest/aywiki-latest-pages-articles.xml.bz2,01-May-2016,1440493
Azerbaijani,az,azwiki,http://dumps.wikimedia.org/azwiki/latest/azwiki-latest-pages-articles.xml.bz2,01-May-2016,97495096
Bavarian,bar,barwiki,http://dumps.wikimedia.org/barwiki/latest/barwiki-latest-pages-articles.xml.bz2,01-May-2016,20704555
Samogitian,bat-smg,bat_smgwiki,http://dumps.wikimedia.org/bat_smgwiki/latest/bat_smgwiki-latest-pages-articles.xml.bz2,01-May-2016,3553578
Bashkir,ba,bawiki,http://dumps.wikimedia.org/bawiki/latest/bawiki-latest-pages-articles.xml.bz2,01-May-2016,26190252
Central Bicolano,bcl,bclwiki,http://dumps.wikimedia.org/bclwiki/latest/bclwiki-latest-pages-articles.xml.bz2,01-May-2016,3113545
Belarusian,be,bewiki,http://dumps.wikimedia.org/bewiki/latest/bewiki-latest-pages-articles.xml.bz2,01-May-2016,122547378
Belarusian (Tara_kievica),be-x-old,be_x_oldwiki,http://dumps.wikimedia.org/be_x_oldwiki/latest/be_x_oldwiki-latest-pages-articles.xml.bz2,01-May-2016,59636680
Bulgarian,bg,bgwiki,http://dumps.wikimedia.org/bgwiki/latest/bgwiki-latest-pages-articles.xml.bz2,01-May-2016,262422744
Bhojpuri,bh,bhwiki,http://dumps.wikimedia.org/bhwiki/latest/bhwiki-latest-pages-articles.xml.bz2,01-May-2016,5412852
Bislama,bi,biwiki,http://dumps.wikimedia.org/biwiki/latest/biwiki-latest-pages-articles.xml.bz2,01-May-2016,237698
Banjar,bjn,bjnwiki,http://dumps.wikimedia.org/bjnwiki/latest/bjnwiki-latest-pages-articles.xml.bz2,01-May-2016,1781538
Bambara,bm,bmwiki,http://dumps.wikimedia.org/bmwiki/latest/bmwiki-latest-pages-articles.xml.bz2,01-May-2016,344479
Bengali,bn,bnwiki,http://dumps.wikimedia.org/bnwiki/latest/bnwiki-latest-pages-articles.xml.bz2,01-May-2016,83902016
Tibetan,bo,bowiki,http://dumps.wikimedia.org/bowiki/latest/bowiki-latest-pages-articles.xml.bz2,01-May-2016,6086152
Bishnupriya Manipuri,bpy,bpywiki,http://dumps.wikimedia.org/bpywiki/latest/bpywiki-latest-pages-articles.xml.bz2,01-May-2016,4507061
Breton,br,brwiki,http://dumps.wikimedia.org/brwiki/latest/brwiki-latest-pages-articles.xml.bz2,01-May-2016,39183900
Bosnian,bs,bswiki,http://dumps.wikimedia.org/bswiki/latest/bswiki-latest-pages-articles.xml.bz2,01-May-2016,82616818
Buginese,bug,bugwiki,http://dumps.wikimedia.org/bugwiki/latest/bugwiki-latest-pages-articles.xml.bz2,01-May-2016,1518632
Buryat,bxr,bxrwiki,http://dumps.wikimedia.org/bxrwiki/latest/bxrwiki-latest-pages-articles.xml.bz2,01-May-2016,2498264
Catalan,ca,cawiki,http://dumps.wikimedia.org/cawiki/latest/cawiki-latest-pages-articles.xml.bz2,01-May-2016,663114285
Chavacano,cbk-zam,cbk_zamwiki,http://dumps.wikimedia.org/cbk_zamwiki/latest/cbk_zamwiki-latest-pages-articles.xml.bz2,01-May-2016,1942277
Min Dong,cdo,cdowiki,http://dumps.wikimedia.org/cdowiki/latest/cdowiki-latest-pages-articles.xml.bz2,01-May-2016,1512498
Cebuano,ceb,cebwiki,http://dumps.wikimedia.org/cebwiki/latest/cebwiki-latest-pages-articles.xml.bz2,01-May-2016,449171591
Chechen,ce,cewiki,http://dumps.wikimedia.org/cewiki/latest/cewiki-latest-pages-articles.xml.bz2,01-May-2016,27000275
Choctaw,cho,chowiki,http://dumps.wikimedia.org/chowiki/latest/chowiki-latest-pages-articles.xml.bz2,01-May-2016,16704
Cherokee,chr,chrwiki,http://dumps.wikimedia.org/chrwiki/latest/chrwiki-latest-pages-articles.xml.bz2,01-May-2016,1361352
Chamorro,ch,chwiki,http://dumps.wikimedia.org/chwiki/latest/chwiki-latest-pages-articles.xml.bz2,01-May-2016,613843
Cheyenne,chy,chywiki,http://dumps.wikimedia.org/chywiki/latest/chywiki-latest-pages-articles.xml.bz2,01-May-2016,252272
Sorani,ckb,ckbwiki,http://dumps.wikimedia.org/ckbwiki/latest/ckbwiki-latest-pages-articles.xml.bz2,01-May-2016,14462548
Corsican,co,cowiki,http://dumps.wikimedia.org/cowiki/latest/cowiki-latest-pages-articles.xml.bz2,01-May-2016,2716139
Crimean Tatar,crh,crhwiki,http://dumps.wikimedia.org/crhwiki/latest/crhwiki-latest-pages-articles.xml.bz2,01-May-2016,1840585
Cree,cr,crwiki,http://dumps.wikimedia.org/crwiki/latest/crwiki-latest-pages-articles.xml.bz2,01-May-2016,247318
Kashubian,csb,csbwiki,http://dumps.wikimedia.org/csbwiki/latest/csbwiki-latest-pages-articles.xml.bz2,01-May-2016,1553531
Czech,cs,cswiki,http://dumps.wikimedia.org/cswiki/latest/cswiki-latest-pages-articles.xml.bz2,01-May-2016,575999929
Old Church Slavonic,cu,cuwiki,http://dumps.wikimedia.org/cuwiki/latest/cuwiki-latest-pages-articles.xml.bz2,01-May-2016,472849
Chuvash,cv,cvwiki,http://dumps.wikimedia.org/cvwiki/latest/cvwiki-latest-pages-articles.xml.bz2,01-May-2016,14698283
Welsh,cy,cywiki,http://dumps.wikimedia.org/cywiki/latest/cywiki-latest-pages-articles.xml.bz2,01-May-2016,38273740
Danish,da,dawiki,http://dumps.wikimedia.org/dawiki/latest/dawiki-latest-pages-articles.xml.bz2,01-May-2016,248394002
German,de,dewiki,http://dumps.wikimedia.org/dewiki/latest/dewiki-latest-pages-articles.xml.bz2,02-May-2016,4148082652
German,de,dewiki,http://dumps.wikimedia.org/dewiki/latest/dewiki-latest-pages-articles1.xml-p000000001p000425449.bz2,01-May-2016,540546867
German,de,dewiki,http://dumps.wikimedia.org/dewiki/latest/dewiki-latest-pages-articles2.xml-p000425451p001877043.bz2,01-May-2016,722090339
German,de,dewiki,http://dumps.wikimedia.org/dewiki/latest/dewiki-latest-pages-articles3.xml-p001877053p004964499.bz2,01-May-2016,1064486111
German,de,dewiki,http://dumps.wikimedia.org/dewiki/latest/dewiki-latest-pages-articles4.xml-p004964505p009436939.bz2,02-May-2016,1821068951
Zazaki,diq,diqwiki,http://dumps.wikimedia.org/diqwiki/latest/diqwiki-latest-pages-articles.xml.bz2,01-May-2016,5599982
Lower Sorbian,dsb,dsbwiki,http://dumps.wikimedia.org/dsbwiki/latest/dsbwiki-latest-pages-articles.xml.bz2,01-May-2016,3177019
Divehi,dv,dvwiki,http://dumps.wikimedia.org/dvwiki/latest/dvwiki-latest-pages-articles.xml.bz2,01-May-2016,4047662
Dzongkha,dz,dzwiki,http://dumps.wikimedia.org/dzwiki/latest/dzwiki-latest-pages-articles.xml.bz2,01-May-2016,207432
Ewe,ee,eewiki,http://dumps.wikimedia.org/eewiki/latest/eewiki-latest-pages-articles.xml.bz2,01-May-2016,373600
Greek,el,elwiki,http://dumps.wikimedia.org/elwiki/latest/elwiki-latest-pages-articles.xml.bz2,01-May-2016,229090522
Emilian-Romagnol,eml,emlwiki,http://dumps.wikimedia.org/emlwiki/latest/emlwiki-latest-pages-articles.xml.bz2,01-May-2016,5147131
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles.xml.bz2,03-May-2016,12896598324
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles1.xml-p000000010p000030302.bz2,02-May-2016,156556483
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles10.xml-p002336425p003046511.bz2,02-May-2016,332645484
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles11.xml-p003046513p003926861.bz2,03-May-2016,353971933
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles12.xml-p003926864p005040435.bz2,03-May-2016,368480865
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles13.xml-p005040438p006197593.bz2,03-May-2016,363442251
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles14.xml-p006197599p007744799.bz2,03-May-2016,378291227
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles15.xml-p007744803p009518046.bz2,03-May-2016,408551075
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles16.xml-p009518059p011539266.bz2,03-May-2016,402842017
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles17.xml-p011539268p013693066.bz2,03-May-2016,490283251
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles18.xml-p013693075p016120541.bz2,03-May-2016,518223020
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles19.xml-p016120548p018754723.bz2,03-May-2016,508370885
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles2.xml-p000030304p000088444.bz2,02-May-2016,183972251
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles20.xml-p018754736p021222156.bz2,03-May-2016,497462485
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles21.xml-p021222161p023927980.bz2,03-May-2016,595552260
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles22.xml-p023927984p026823658.bz2,03-May-2016,631599260
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles23.xml-p026823661p030503448.bz2,03-May-2016,719579895
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles24.xml-p030503454p033952815.bz2,03-May-2016,783826646
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles25.xml-p033952817p038067198.bz2,03-May-2016,848656877
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles26.xml-p038067204p042663461.bz2,03-May-2016,974787929
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles27.xml-p042663464p050380863.bz2,03-May-2016,1404375491
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles3.xml-p000088445p000200507.bz2,02-May-2016,235989568
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles4.xml-p000200511p000352689.bz2,02-May-2016,243069957
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles5.xml-p000352690p000565312.bz2,02-May-2016,266552268
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles6.xml-p000565314p000892912.bz2,02-May-2016,288240331
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles7.xml-p000892914p001268691.bz2,02-May-2016,297871445
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles8.xml-p001268693p001791079.bz2,02-May-2016,326380371
English,en,enwiki,http://dumps.wikimedia.org/enwiki/latest/enwiki-latest-pages-articles9.xml-p001791081p002336422.bz2,02-May-2016,317340896
Esperanto,eo,eowiki,http://dumps.wikimedia.org/eowiki/latest/eowiki-latest-pages-articles.xml.bz2,01-May-2016,194941844
Spanish,es,eswiki,http://dumps.wikimedia.org/eswiki/latest/eswiki-latest-pages-articles.xml.bz2,02-May-2016,2363738065
Spanish,es,eswiki,http://dumps.wikimedia.org/eswiki/latest/eswiki-latest-pages-articles1.xml-p000000005p000229076.bz2,01-May-2016,271445169
Spanish,es,eswiki,http://dumps.wikimedia.org/eswiki/latest/eswiki-latest-pages-articles2.xml-p000229079p001083449.bz2,01-May-2016,413024934
Spanish,es,eswiki,http://dumps.wikimedia.org/eswiki/latest/eswiki-latest-pages-articles3.xml-p001083458p003407509.bz2,01-May-2016,592868096
Spanish,es,eswiki,http://dumps.wikimedia.org/eswiki/latest/eswiki-latest-pages-articles4.xml-p003407510p007395497.bz2,01-May-2016,1086356207
Estonian,et,etwiki,http://dumps.wikimedia.org/etwiki/latest/etwiki-latest-pages-articles.xml.bz2,01-May-2016,141275010
Basque,eu,euwiki,http://dumps.wikimedia.org/euwiki/latest/euwiki-latest-pages-articles.xml.bz2,01-May-2016,140533924
Extremaduran,ext,extwiki,http://dumps.wikimedia.org/extwiki/latest/extwiki-latest-pages-articles.xml.bz2,01-May-2016,2018409
Persian,fa,fawiki,http://dumps.wikimedia.org/fawiki/latest/fawiki-latest-pages-articles.xml.bz2,01-May-2016,451801457
Fula,ff,ffwiki,http://dumps.wikimedia.org/ffwiki/latest/ffwiki-latest-pages-articles.xml.bz2,01-May-2016,226030
V_ro,fiu-vro,fiu_vrowiki,http://dumps.wikimedia.org/fiu_vrowiki/latest/fiu_vrowiki-latest-pages-articles.xml.bz2,01-May-2016,1695478
Finnish,fi,fiwiki,http://dumps.wikimedia.org/fiwiki/latest/fiwiki-latest-pages-articles.xml.bz2,01-May-2016,513357927
Fijian,fj,fjwiki,http://dumps.wikimedia.org/fjwiki/latest/fjwiki-latest-pages-articles.xml.bz2,01-May-2016,174250
Faroese,fo,fowiki,http://dumps.wikimedia.org/fowiki/latest/fowiki-latest-pages-articles.xml.bz2,01-May-2016,11394543
Franco-Provençal,frp,frpwiki,http://dumps.wikimedia.org/frpwiki/latest/frpwiki-latest-pages-articles.xml.bz2,01-May-2016,1196337
North Frisian,frr,frrwiki,http://dumps.wikimedia.org/frrwiki/latest/frrwiki-latest-pages-articles.xml.bz2,01-May-2016,4163389
French,fr,frwiki,http://dumps.wikimedia.org/frwiki/latest/frwiki-latest-pages-articles.xml.bz2,02-May-2016,3339544585
French,fr,frwiki,http://dumps.wikimedia.org/frwiki/latest/frwiki-latest-pages-articles1.xml-p000000003p000412300.bz2,01-May-2016,538452830
French,fr,frwiki,http://dumps.wikimedia.org/frwiki/latest/frwiki-latest-pages-articles2.xml-p000412304p001647873.bz2,01-May-2016,645575741
French,fr,frwiki,http://dumps.wikimedia.org/frwiki/latest/frwiki-latest-pages-articles3.xml-p001647919p004419859.bz2,01-May-2016,759834079
French,fr,frwiki,http://dumps.wikimedia.org/frwiki/latest/frwiki-latest-pages-articles4.xml-p004419860p009976942.bz2,02-May-2016,1395508551
Friulian,fur,furwiki,http://dumps.wikimedia.org/furwiki/latest/furwiki-latest-pages-articles.xml.bz2,01-May-2016,1980549
West Frisian,fy,fywiki,http://dumps.wikimedia.org/fywiki/latest/fywiki-latest-pages-articles.xml.bz2,01-May-2016,30534641
Gagauz,gag,gagwiki,http://dumps.wikimedia.org/gagwiki/latest/gagwiki-latest-pages-articles.xml.bz2,01-May-2016,1909690
Gan,gan,ganwiki,http://dumps.wikimedia.org/ganwiki/latest/ganwiki-latest-pages-articles.xml.bz2,01-May-2016,3111528
Irish,ga,gawiki,http://dumps.wikimedia.org/gawiki/latest/gawiki-latest-pages-articles.xml.bz2,01-May-2016,16577504
Scottish Gaelic,gd,gdwiki,http://dumps.wikimedia.org/gdwiki/latest/gdwiki-latest-pages-articles.xml.bz2,01-May-2016,6596541
Gilaki,glk,glkwiki,http://dumps.wikimedia.org/glkwiki/latest/glkwiki-latest-pages-articles.xml.bz2,01-May-2016,1800471
Galician,gl,glwiki,http://dumps.wikimedia.org/glwiki/latest/glwiki-latest-pages-articles.xml.bz2,01-May-2016,165860587
Guarani,gn,gnwiki,http://dumps.wikimedia.org/gnwiki/latest/gnwiki-latest-pages-articles.xml.bz2,01-May-2016,2327207
Goan Konkani,gom,gomwiki,http://dumps.wikimedia.org/gomwiki/latest/gomwiki-latest-pages-articles.xml.bz2,01-May-2016,4547311
Gothic,got,gotwiki,http://dumps.wikimedia.org/gotwiki/latest/gotwiki-latest-pages-articles.xml.bz2,01-May-2016,414162
Gujarati,gu,guwiki,http://dumps.wikimedia.org/guwiki/latest/guwiki-latest-pages-articles.xml.bz2,01-May-2016,22645354
Manx,gv,gvwiki,http://dumps.wikimedia.org/gvwiki/latest/gvwiki-latest-pages-articles.xml.bz2,01-May-2016,4806941
Hakka,hak,hakwiki,http://dumps.wikimedia.org/hakwiki/latest/hakwiki-latest-pages-articles.xml.bz2,01-May-2016,2110146
Hausa,ha,hawiki,http://dumps.wikimedia.org/hawiki/latest/hawiki-latest-pages-articles.xml.bz2,01-May-2016,652603
Hawaiian,haw,hawwiki,http://dumps.wikimedia.org/hawwiki/latest/hawwiki-latest-pages-articles.xml.bz2,01-May-2016,432874
Hebrew,he,hewiki,http://dumps.wikimedia.org/hewiki/latest/hewiki-latest-pages-articles.xml.bz2,01-May-2016,430929732
Fiji Hindi,hif,hifwiki,http://dumps.wikimedia.org/hifwiki/latest/hifwiki-latest-pages-articles.xml.bz2,01-May-2016,3713944
Hindi,hi,hiwiki,http://dumps.wikimedia.org/hiwiki/latest/hiwiki-latest-pages-articles.xml.bz2,01-May-2016,100694695
Hiri Motu,ho,howiki,http://dumps.wikimedia.org/howiki/latest/howiki-latest-pages-articles.xml.bz2,01-May-2016,8711
Croatian,hr,hrwiki,http://dumps.wikimedia.org/hrwiki/latest/hrwiki-latest-pages-articles.xml.bz2,01-May-2016,202509246
Upper Sorbian,hsb,hsbwiki,http://dumps.wikimedia.org/hsbwiki/latest/hsbwiki-latest-pages-articles.xml.bz2,01-May-2016,7725883
Haitian,ht,htwiki,http://dumps.wikimedia.org/htwiki/latest/htwiki-latest-pages-articles.xml.bz2,01-May-2016,5297132
Hungarian,hu,huwiki,http://dumps.wikimedia.org/huwiki/latest/huwiki-latest-pages-articles.xml.bz2,01-May-2016,637575746
Armenian,hy,hywiki,http://dumps.wikimedia.org/hywiki/latest/hywiki-latest-pages-articles.xml.bz2,01-May-2016,154564655
Herero,hz,hzwiki,http://dumps.wikimedia.org/hzwiki/latest/hzwiki-latest-pages-articles.xml.bz2,01-May-2016,6671
Interlingua,ia,iawiki,http://dumps.wikimedia.org/iawiki/latest/iawiki-latest-pages-articles.xml.bz2,01-May-2016,6067544
Indonesian,id,idwiki,http://dumps.wikimedia.org/idwiki/latest/idwiki-latest-pages-articles.xml.bz2,01-May-2016,352781875
Interlingue,ie,iewiki,http://dumps.wikimedia.org/iewiki/latest/iewiki-latest-pages-articles.xml.bz2,01-May-2016,1138619
Igbo,ig,igwiki,http://dumps.wikimedia.org/igwiki/latest/igwiki-latest-pages-articles.xml.bz2,01-May-2016,622212
Sichuan Yi,ii,iiwiki,http://dumps.wikimedia.org/iiwiki/latest/iiwiki-latest-pages-articles.xml.bz2,01-May-2016,22191
Inupiak,ik,ikwiki,http://dumps.wikimedia.org/ikwiki/latest/ikwiki-latest-pages-articles.xml.bz2,01-May-2016,184164
Ilokano,ilo,ilowiki,http://dumps.wikimedia.org/ilowiki/latest/ilowiki-latest-pages-articles.xml.bz2,01-May-2016,10889265
Ido,io,iowiki,http://dumps.wikimedia.org/iowiki/latest/iowiki-latest-pages-articles.xml.bz2,01-May-2016,9758484
Icelandic,is,iswiki,http://dumps.wikimedia.org/iswiki/latest/iswiki-latest-pages-articles.xml.bz2,01-May-2016,33159540
Italian,it,itwiki,http://dumps.wikimedia.org/itwiki/latest/itwiki-latest-pages-articles.xml.bz2,01-May-2016,2174496166
Italian,it,itwiki,http://dumps.wikimedia.org/itwiki/latest/itwiki-latest-pages-articles1.xml-p000000002p000442893.bz2,01-May-2016,300907342
Italian,it,itwiki,http://dumps.wikimedia.org/itwiki/latest/itwiki-latest-pages-articles2.xml-p000442894p001492776.bz2,01-May-2016,417571941
Italian,it,itwiki,http://dumps.wikimedia.org/itwiki/latest/itwiki-latest-pages-articles3.xml-p001492777p002874472.bz2,01-May-2016,515947236
Italian,it,itwiki,http://dumps.wikimedia.org/itwiki/latest/itwiki-latest-pages-articles4.xml-p002874482p005926680.bz2,01-May-2016,940009749
Inuktitut,iu,iuwiki,http://dumps.wikimedia.org/iuwiki/latest/iuwiki-latest-pages-articles.xml.bz2,01-May-2016,210186
Japanese,ja,jawiki,http://dumps.wikimedia.org/jawiki/latest/jawiki-latest-pages-articles.xml.bz2,01-May-2016,2299538604
Japanese,ja,jawiki,http://dumps.wikimedia.org/jawiki/latest/jawiki-latest-pages-articles1.xml.bz2,01-May-2016,341670957
Japanese,ja,jawiki,http://dumps.wikimedia.org/jawiki/latest/jawiki-latest-pages-articles2.xml.bz2,01-May-2016,415496309
Japanese,ja,jawiki,http://dumps.wikimedia.org/jawiki/latest/jawiki-latest-pages-articles3.xml.bz2,01-May-2016,549500266
Japanese,ja,jawiki,http://dumps.wikimedia.org/jawiki/latest/jawiki-latest-pages-articles4.xml.bz2,01-May-2016,993071714
Lojban,jbo,jbowiki,http://dumps.wikimedia.org/jbowiki/latest/jbowiki-latest-pages-articles.xml.bz2,01-May-2016,912351
Javanese,jv,jvwiki,http://dumps.wikimedia.org/jvwiki/latest/jvwiki-latest-pages-articles.xml.bz2,01-May-2016,32125676
Karakalpak,kaa,kaawiki,http://dumps.wikimedia.org/kaawiki/latest/kaawiki-latest-pages-articles.xml.bz2,01-May-2016,1191574
Kabyle,kab,kabwiki,http://dumps.wikimedia.org/kabwiki/latest/kabwiki-latest-pages-articles.xml.bz2,01-May-2016,2795079
Georgian,ka,kawiki,http://dumps.wikimedia.org/kawiki/latest/kawiki-latest-pages-articles.xml.bz2,01-May-2016,92975662
Kabardian,kbd,kbdwiki,http://dumps.wikimedia.org/kbdwiki/latest/kbdwiki-latest-pages-articles.xml.bz2,01-May-2016,1450839
Kongo,kg,kgwiki,http://dumps.wikimedia.org/kgwiki/latest/kgwiki-latest-pages-articles.xml.bz2,01-May-2016,354039
Kikuyu,ki,kiwiki,http://dumps.wikimedia.org/kiwiki/latest/kiwiki-latest-pages-articles.xml.bz2,01-May-2016,273884
Kuanyama,kj,kjwiki,http://dumps.wikimedia.org/kjwiki/latest/kjwiki-latest-pages-articles.xml.bz2,01-May-2016,6927
Kazakh,kk,kkwiki,http://dumps.wikimedia.org/kkwiki/latest/kkwiki-latest-pages-articles.xml.bz2,01-May-2016,99336420
Greenlandic,kl,klwiki,http://dumps.wikimedia.org/klwiki/latest/klwiki-latest-pages-articles.xml.bz2,01-May-2016,724339
Khmer,km,kmwiki,http://dumps.wikimedia.org/kmwiki/latest/kmwiki-latest-pages-articles.xml.bz2,01-May-2016,18895133
Kannada,kn,knwiki,http://dumps.wikimedia.org/knwiki/latest/knwiki-latest-pages-articles.xml.bz2,01-May-2016,58149543
